tanda,Clave,Nombre,tipo_final,confianza_tipo,dominio,URL_cruda,presencia_mx,estado_mx,listo_para_comprar,Notas
4,1001149,Seveco Global Limited,EMS/CM,Alta,,,,,"NO - URL truncada, re-exportar CRM primero",EMS located in Hong Kong who builds for Ribbon
4,1006425,Shanghai Jinxin Electronics,EMS/CM,Alta,,en.jx-e...,,,"NO - URL truncada, re-exportar CRM primero",EMS/ODM
4,1006094,"Shanghai Quickturn Electronics Co., Ltd.",EMS/CM,Alta,,www.q...,,,"NO - URL truncada, re-exportar CRM primero",EMS-consumer electronics
4,1006300,"Shanghai Saints Sages Surgical Co., Ltd.",OEM,Alta,,sn...,,,"NO - URL truncada, re-exportar CRM primero",OEM-Medical
4,1004817,Sharp Electronics Corp USA,OEM,Alta,,www.sh...,,,"NO - URL truncada, re-exportar CRM primero",
4,1006299,"Shenzhen Letlink Electronic Technology Co., Ltd",EMS/CM,Alta,,www.l...,,,"NO - URL truncada, re-exportar CRM primero",EMS: power/medical/telecommunication
4,1007842,Shenzhen dji,OEM,Alta,,NA,,,"NO - URL truncada, re-exportar CRM primero",DJI
4,1005174,Sierra Nevada Corporation,OEM,Alta,,www.s...,,,"NO - URL truncada, re-exportar CRM primero",
4,1005095,Sigmapoint Technologies Inc,EMS/CM,Alta,,www.s...,,,"NO - URL truncada, re-exportar CRM primero",Engineering Firm/Project Management
4,1001086,Snap-On Tools Corp.,OEM,Alta,,www.snap-on...,,,"NO - URL truncada, re-exportar CRM primero","San Jose, CA site"
4,1007464,SolarCraft,OEM,Alta,,solarc...,,,"NO - URL truncada, re-exportar CRM primero",
4,1002271,Sonic Manufacturing Technologies,EMS/CM,Alta,,sonic...,,,"NO - URL truncada, re-exportar CRM primero",Sonic's Autonomous Digital Supply Chain: 75%
4,1008034,South Bay Circuits Inc,EMS/CM,Alta,,sbcinc...,,,"NO - URL truncada, re-exportar CRM primero",Quick Turn Prototype Thru Production
4,1005099,Sparqtron,EMS/CM,Alta,,www.s...,,,"NO - URL truncada, re-exportar CRM primero",global full service EMS contract manufacturer
4,1005337,Speedy-Tech Electronics,EMS/CM,Alta,,global-i...,,,"NO - URL truncada, re-exportar CRM primero",EMS/ODM
4,1003097,Stark Aerospace,OEM,Alta,,www.starkaer...,,,"NO - URL truncada, re-exportar CRM primero",Bus-See
4,1008021,Steris,OEM,Alta,,www.s...,,,"NO - URL truncada, re-exportar CRM primero",Healthcare company
4,1006144,Sunnytech,EMS/CM,Alta,,sunnyte...,,,"NO - URL truncada, re-exportar CRM primero",EMS
4,1006418,"Suzhou Huaqi Intelligent Technology Co., Ltd.",OEM,Alta,,www.h...,,,"NO - URL truncada, re-exportar CRM primero",OEM: Intelligent transportation
4,1006095,"Suzhuo Yangze Electronics Technology Co., Ltd",EMS/CM,Alta,,NA,,,"NO - URL truncada, re-exportar CRM primero",CEM
4,1003489,"Sypris Electronics DBA Sypris Solutions, Inc.",EMS/CM,Alta,,www.s...,,,"NO - URL truncada, re-exportar CRM primero",
4,1005769,"Systems Interface, Inc.",EMS/CM,Alta,,www.s...,,,"NO - URL truncada, re-exportar CRM primero",Control Systems Integrator
4,1006472,TAIT Communications,EMS/CM,Alta,,www.t...,,,"NO - URL truncada, re-exportar CRM primero",ODM: solution provider
4,1006048,TECO-Westinghouse,OEM,Alta,,www.t...,,,"NO - URL truncada, re-exportar CRM primero",OEM - Builders of large industrial motors
4,1005722,TRUMPF GmbH + Co. KG.,OEM,Alta,,trumpf.c...,,,"NO - URL truncada, re-exportar CRM primero",OEM
4,1005080,Tandem Diabetes,OEM,Alta,,www.t...,,,"NO - URL truncada, re-exportar CRM primero","OEM - design, fab, and repair"
4,1007004,TechnipFMC,OEM,Alta,,www.t...,,,"NO - URL truncada, re-exportar CRM primero",GUIDANT
4,1006404,"Tecnotion Linear Motors (Suzhou) Co., Ltd",OEM,Alta,,N/A,,,"NO - URL truncada, re-exportar CRM primero",OEM
4,1005253,Tel-Conn Manufacturing Inc.,EMS/CM,Alta,,tel-conn...,,,"NO - URL truncada, re-exportar CRM primero",CM/Assembly house
4,1007966,Temi,OEM,Alta,,www.r...,,,"NO - URL truncada, re-exportar CRM primero",multinational robotics company
4,1005074,Textron Systems,OEM,Alta,,www.t...,,,"NO - URL truncada, re-exportar CRM primero",division of Textron
4,1008374,The Genie Company,EMS/CM,Alta,,www.g...,,,"NO - URL truncada, re-exportar CRM primero",Garage door opener systems
4,1004900,The Toro Company,OEM,Alta,,www.t...,,,"NO - URL truncada, re-exportar CRM primero","OEM for lawncare, agriculture equipment"
4,1005407,Tokushu Denki Corporation,EMS/CM,Alta,,to...,,,"NO - URL truncada, re-exportar CRM primero",Cat Japan CM
4,1005677,Tomoe System Inc.,OEM,Alta,,www.t...,,,"NO - URL truncada, re-exportar CRM primero",Japanese Industrial Machinery Company
4,1008094,TouchTronics,EMS/CM,Alta,,www.t...,,,"NO - URL truncada, re-exportar CRM primero",12-volt and 24-volt systems
4,1004998,"Trident Infosol Pvt., Ltd",EMS/CM,Alta,,trident...,,,"NO - URL truncada, re-exportar CRM primero",CM/EMS // Distribution/indirect sales
4,1005381,Tripp Lite,OEM,Alta,,www.t...,,,"NO - URL truncada, re-exportar CRM primero",Manufacturers
4,1001213,Turck,OEM,Alta,,,,,"NO - URL truncada, re-exportar CRM primero",
4,1002258,Ultra Electronics,OEM,Alta,,www.ultra-m...,,,"NO - URL truncada, re-exportar CRM primero",Referral by John Richard
4,1002257,Unigen-USA,EMS/CM,Alta,,www.u...,,,"NO - URL truncada, re-exportar CRM primero","designs and manufactures SSDs, DRAM"
4,1008247,V.S Electronics Sdn Bhd,EMS/CM,Alta,,vs...,,,"NO - URL truncada, re-exportar CRM primero",EMS of Dyson
4,1004010,Variosystems,EMS/CM,Alta,,,,,"NO - URL truncada, re-exportar CRM primero",WW operating EMS
4,1005855,Veethree Electronics & Marine LLC,EMS/CM,Alta,,www.v...,,,"NO - URL truncada, re-exportar CRM primero",Cat CM
4,1004999,Venture Corporation Ltd,EMS/CM,Alta,,www.v...,,,"NO - URL truncada, re-exportar CRM primero",CM/EMS // Distribution/indirect sales
4,1008080,Vergent Products,EMS/CM,Alta,,www.v...,,,"NO - URL truncada, re-exportar CRM primero",CM
4,1006420,"Verity Instruments, Inc.",OEM,Alta,,www.v...,,,"NO - URL truncada, re-exportar CRM primero",Supplier for AMAT
4,1002742,VideoJet Technologies,OEM,Alta,,www.v...,,,"NO - URL truncada, re-exportar CRM primero","office supplies, aero & defense, construction"
4,1005678,Virtual Incision,OEM,Alta,,virtual...,,,"NO - URL truncada, re-exportar CRM primero",Minimally Invasive Surgery and Medical Devices
4,1005649,Vitesco Technologies,EMS/CM,Alta,,www.v...,,,"NO - URL truncada, re-exportar CRM primero",27 SMT Lines per Juki sales rep
4,1007196,Vivint,EMS/CM,Alta,,www.v...,,,"NO - URL truncada, re-exportar CRM primero",Smart home and security alarm systems
4,1007636,Volkswagen AG,OEM,Alta,,www.v...,,,"NO - URL truncada, re-exportar CRM primero",
4,1003058,WORLD Electronics,EMS/CM,Alta,,www.w...,,,"NO - URL truncada, re-exportar CRM primero",Contract Manufacturer with over 20 years
4,1006301,WPT Power,OEM,Alta,,wptpo...,,,"NO - URL truncada, re-exportar CRM primero",referred by Wabtec
4,1007920,Wahoo Fitness,OEM,Alta,,www...,,,"NO - URL truncada, re-exportar CRM primero",fitness technology company
4,1004151,Wartsila,OEM,Alta,,wartsila...,,,"NO - URL truncada, re-exportar CRM primero",
4,1007498,Wasp Barcode,OEM,Alta,,www...,,,"NO - URL truncada, re-exportar CRM primero",25+ years
4,1005102,Wellex Corporation,EMS/CM,Alta,,www.w...,,,"NO - URL truncada, re-exportar CRM primero",Electronics Manufacturing Company/CM/PCB
4,1005960,Westermo Network Technologies AB,EMS/CM,Alta,,www...,,,"NO - URL truncada, re-exportar CRM primero",ABB PCBa House in Sweden
4,1007508,Wolf Advanced Technology,OEM,Alta,,wolfad...,,,"NO - URL truncada, re-exportar CRM primero",RUGGED HIGH PERFORMANCE COMPUTING
